-182.494, 60.932, 3.433,  8.534
-182.486, 60.702, 3.456,  8.601
-182.479, 60.471, 3.479,  8.668
-182.472, 60.238, 3.502,  8.735
-182.465, 60.004, 3.525,  8.802
-182.458, 59.768, 3.549,  8.869
-182.451, 59.531, 3.573,  8.936
-182.445, 59.292, 3.596,  9.003
-182.438, 59.051, 3.620,  9.070
-182.431, 58.809, 3.644,  9.137
-182.425, 58.565, 3.668,  9.204
-182.418, 58.319, 3.693,  9.271
-182.412, 58.072, 3.718,  9.338
-182.405, 57.823, 3.742,  9.405
-182.399, 57.573, 3.768,  9.472
-182.393, 57.321, 3.793,  9.539
-182.386, 57.067, 3.818,  9.606
-182.380, 56.811, 3.844,  9.673
-182.374, 56.554, 3.869,  9.740
-182.368, 56.295, 3.895,  9.807
-182.362, 56.035, 3.921,  9.874
-182.356, 55.772, 3.947,  9.941
-182.350, 55.508, 3.972, 10.008
-182.344, 55.242, 3.998, 10.075
-182.338, 54.975, 4.024, 10.142
-182.332, 54.705, 4.050, 10.209
-182.327, 54.434, 4.076, 10.276
-182.321, 54.162, 4.102, 10.343
-182.315, 53.887, 4.130, 10.410
-182.310, 53.611, 4.157, 10.477
-182.304, 53.332, 4.185, 10.544
-182.299, 53.052, 4.212, 10.611
-182.293, 52.770, 4.240, 10.678
-182.288, 52.487, 4.268, 10.745
-182.282, 52.201, 4.296, 10.812
-182.277, 51.913, 4.324, 10.879
-182.272, 51.624, 4.352, 10.946
-182.267, 51.333, 4.381, 11.013
-182.261, 51.039, 4.410, 11.080
-182.256, 50.744, 4.439, 11.147
-182.251, 50.447, 4.469, 11.214
-182.246, 50.148, 4.499, 11.281
-182.241, 49.847, 4.528, 11.348
-182.236, 49.544, 4.558, 11.415
-182.231, 49.239, 4.589, 11.482
-182.226, 48.931, 4.619, 11.549
-182.221, 48.622, 4.649, 11.616
-182.216, 48.311, 4.680, 11.683
-182.211, 47.998, 4.711, 11.750
-182.206, 47.682, 4.742, 11.817
-182.202, 47.365, 4.774, 11.884
-182.197, 47.045, 4.805, 11.951
-182.192, 46.724, 4.837, 12.018
-182.188, 46.400, 4.869, 12.085
-182.183, 46.074, 4.901, 12.152
-182.178, 45.746, 4.934, 12.219
-182.174, 45.416, 4.967, 12.286
-182.169, 45.083, 5.000, 12.353
-182.164, 44.749, 5.033, 12.420
-182.160, 44.412, 5.067, 12.487
-182.155, 44.072, 5.100, 12.554
-182.151, 43.731, 5.123, 12.621
-182.147, 43.392, 5.092, 12.688
-182.142, 43.054, 5.071, 12.755
-182.138, 42.716, 5.069, 12.822
-182.134, 42.377, 5.089, 12.889
-182.130, 42.036, 5.133, 12.956
-182.125, 41.691, 5.197, 13.023
-182.121, 41.341, 5.278, 13.090
-182.117, 40.985, 5.369, 13.157
-182.113, 40.622, 5.463, 13.224
-182.108, 40.254, 5.551, 13.291
-182.104, 39.881, 5.625, 13.358
-182.100, 39.503, 5.682, 13.425
-182.095, 39.123, 5.720, 13.492
-182.091, 38.741, 5.741, 13.559
-182.087, 38.359, 5.751, 13.626
-182.083, 37.976, 5.755, 13.693
-182.079, 37.592, 5.757, 13.760
-182.075, 37.209, 5.763, 13.827
-182.071, 36.824, 5.777, 13.894
-182.067, 36.438, 5.801, 13.961
-182.063, 36.050, 5.835, 14.028
-182.059, 35.659, 5.880, 14.095
-182.055, 35.265, 5.934, 14.162
-182.051, 34.867, 5.995, 14.229
-182.047, 34.464, 6.059, 14.296
-182.043, 34.058, 6.122, 14.363
-182.039, 33.647, 6.182, 14.430
-182.035, 33.233, 6.235, 14.497
-182.031, 32.815, 6.281, 14.564
-182.027, 32.395, 6.319, 14.631
-182.023, 31.973, 6.351, 14.698
-182.019, 31.549, 6.379, 14.765
-182.015, 31.123, 6.405, 14.832
-182.011, 30.695, 6.433, 14.899
-182.007, 30.265, 6.464, 14.966
-182.004, 29.833, 6.500, 15.033
-182.000, 29.398, 6.541, 15.100
-181.996, 28.960, 6.587, 15.167
-181.992, 28.519, 6.637, 15.234
-181.988, 28.074, 6.691, 15.301
-181.985, 27.625, 6.747, 15.368
-181.981, 27.173, 6.801, 15.435
-181.977, 26.718, 6.852, 15.502
-181.973, 26.259, 6.899, 15.569
-181.969, 25.798, 6.943, 15.636
-181.965, 25.333, 6.985, 15.703
-181.962, 24.866, 7.024, 15.770
-181.958, 24.396, 7.064, 15.837
-181.954, 23.924, 7.104, 15.904
-181.950, 23.449, 7.146, 15.971
-181.947, 22.971, 7.191, 16.038
-181.943, 22.489, 7.237, 16.105
-181.939, 22.005, 7.286, 16.172
-181.935, 21.517, 7.337, 16.239
-181.932, 21.026, 7.389, 16.306
-181.928, 20.531, 7.442, 16.373
-181.924, 20.033, 7.494, 16.440
-181.921, 19.531, 7.546, 16.507
-181.917, 19.026, 7.597, 16.574
-181.913, 18.517, 7.646, 16.641
-181.909, 18.005, 7.695, 16.708
-181.906, 17.490, 7.744, 16.775
-181.902, 16.972, 7.793, 16.842
-181.898, 16.451, 7.842, 16.909
-181.894, 15.926, 7.891, 16.976
-181.891, 15.397, 7.942, 17.043
-181.887, 14.866, 7.994, 17.110
-181.883, 14.331, 8.047, 17.177
-181.879, 13.792, 8.100, 17.244
-181.875, 13.250, 8.155, 17.311
-181.871, 12.704, 8.210, 17.378
-181.868, 12.154, 8.265, 17.445
-181.864, 11.601, 8.321, 17.512
-181.860, 11.044, 8.377, 17.579
-181.856, 10.483, 8.434, 17.646
-181.852, 9.918, 8.490, 17.713
-181.848, 9.350, 8.547, 17.780
-181.845, 8.778, 8.603, 17.847
-181.841, 8.202, 8.660, 17.914
-181.837, 7.622, 8.717, 17.981
-181.833, 7.039, 8.774, 18.048
-181.829, 6.451, 8.832, 18.115
-181.825, 5.860, 8.890, 18.182
-181.821, 5.265, 8.949, 18.249
-181.817, 4.666, 9.008, 18.316
-181.813, 4.063, 9.067, 18.383
-181.809, 3.456, 9.127, 18.450
-181.805, 2.845, 9.187, 18.517
-181.801, 2.230, 9.249, 18.584
-181.797, 1.611, 9.310, 18.651
-181.793, 0.987, 9.372, 18.718
-181.789, 0.360, 9.434, 18.785
-181.785, -0.272, 9.497, 18.852
-181.781, -0.907, 9.560, 18.919
-181.777, -1.547, 9.624, 18.986
-181.773, -2.192, 9.687, 19.053
-181.768, -2.840, 9.752, 19.120
-181.764, -3.493, 9.816, 19.187
-181.760, -4.150, 9.881, 19.254
-181.756, -4.812, 9.946, 19.321
-181.752, -5.477, 10.012, 19.388
-181.747, -6.148, 10.078, 19.455
-181.743, -6.822, 10.144, 19.522
-181.739, -7.501, 10.211, 19.589
-181.734, -8.185, 10.279, 19.656
-181.730, -8.873, 10.347, 19.723
-181.726, -9.566, 10.415, 19.790
-181.721, -10.263, 10.484, 19.857
-181.717, -10.965, 10.553, 19.924
-181.712, -11.671, 10.623, 19.991
-181.708, -12.382, 10.693, 20.058
-181.703, -13.098, 10.764, 20.125
-181.699, -13.819, 10.835, 20.192
-181.694, -14.544, 10.907, 20.259
-181.689, -15.274, 10.979, 20.326
-181.685, -16.009, 11.051, 20.393
-181.680, -16.749, 11.124, 20.460
-181.675, -17.494, 11.197, 20.527
-181.671, -18.243, 11.271, 20.594
-181.666, -18.998, 11.345, 20.661
-181.661, -19.757, 11.420, 20.728
-181.656, -20.522, 11.495, 20.795
-181.651, -21.291, 11.572, 20.862
-181.646, -22.066, 11.649, 20.929
-181.641, -22.846, 11.726, 20.996
-181.636, -23.631, 11.805, 21.063
-181.631, -24.421, 11.884, 21.130
-181.626, -25.217, 11.965, 21.197
-181.621, -26.018, 12.045, 21.264
-181.616, -26.824, 12.127, 21.331
-181.611, -27.636, 12.209, 21.398
-181.605, -28.454, 12.292, 21.465
-181.600, -29.276, 12.375, 21.532
-181.595, -30.105, 12.459, 21.599
-181.589, -30.939, 12.543, 21.666
-181.584, -31.779, 12.627, 21.733
-181.578, -32.624, 12.712, 21.800
-181.573, -33.475, 12.797, 21.867
-181.567, -34.332, 12.883, 21.934
-181.561, -35.194, 12.969, 22.001
-181.556, -36.063, 13.055, 22.068
-181.550, -36.937, 13.142, 22.135
-181.544, -37.816, 13.230, 22.202
-181.538, -38.702, 13.317, 22.269
-181.532, -39.594, 13.405, 22.336
-181.527, -40.491, 13.494, 22.403
-181.521, -41.394, 13.583, 22.470
-181.514, -42.304, 13.673, 22.537
-181.508, -43.219, 13.763, 22.604
-181.502, -44.140, 13.854, 22.671
-181.496, -45.068, 13.946, 22.738
-181.490, -46.001, 14.038, 22.805
-181.483, -46.941, 14.131, 22.872
-181.477, -47.887, 14.225, 22.939
-181.470, -48.839, 14.319, 23.006
-181.464, -49.798, 14.413, 23.073
-181.457, -50.763, 14.509, 23.140
-181.450, -51.734, 14.605, 23.207
-181.444, -52.712, 14.702, 23.274
-181.437, -53.696, 14.799, 23.341
-181.430, -54.687, 14.897, 23.408
-181.423, -55.684, 14.995, 23.475
-181.416, -56.688, 15.095, 23.542
-181.409, -57.698, 15.194, 23.609
-181.402, -58.716, 15.295, 23.676
-181.394, -59.739, 15.396, 23.743
-181.387, -60.770, 15.498, 23.810
-181.380, -61.808, 15.600, 23.877
-181.372, -62.852, 15.703, 23.944
-181.364, -63.903, 15.806, 24.011
-181.357, -64.961, 15.911, 24.078
-181.349, -66.026, 16.015, 24.145
-181.341, -67.098, 16.121, 24.212
-181.333, -68.177, 16.227, 24.279
-181.325, -69.264, 16.333, 24.346
-181.317, -70.357, 16.441, 24.413
-181.309, -71.458, 16.549, 24.480
-181.301, -72.566, 16.657, 24.547
-181.292, -73.681, 16.766, 24.614
-181.284, -74.803, 16.876, 24.681
-181.275, -75.933, 16.987, 24.748
-181.267, -77.070, 17.098, 24.815
-181.258, -78.214, 17.210, 24.882
-181.249, -79.366, 17.322, 24.949
-181.240, -80.526, 17.435, 25.016
-181.231, -81.693, 17.549, 25.083
-181.222, -82.868, 17.663, 25.150
-181.213, -84.050, 17.778, 25.217
-181.203, -85.240, 17.894, 25.284
-181.194, -86.438, 18.010, 25.351
-181.184, -87.644, 18.127, 25.418
-181.174, -88.857, 18.244, 25.485
-181.164, -90.078, 18.358, 25.552
-181.154, -91.306, 18.463, 25.619
-181.144, -92.541, 18.552, 25.686
-181.134, -93.780, 18.614, 25.753
-181.124, -95.022, 18.635, 25.820
-181.114, -96.262, 18.600, 25.887
-181.103, -97.497, 18.501, 25.954
-181.093, -98.722, 18.344, 26.021
-181.083, -99.935, 18.142, 26.088
-181.072, -101.133, 17.914, 26.155
-181.062, -102.316, 17.679, 26.222
-181.052, -103.484, 17.453, 26.289
-181.042, -104.638, 17.248, 26.356
-181.032, -105.780, 17.072, 26.423
-181.021, -106.912, 16.927, 26.490
-181.011, -108.036, 16.816, 26.557
-181.001, -109.155, 16.738, 26.624
-180.991, -110.269, 16.689, 26.691
-180.981, -111.381, 16.668, 26.758
-180.970, -112.494, 16.669, 26.825
-180.960, -113.606, 16.689, 26.892
-180.950, -114.721, 16.723, 26.959
-180.939, -115.839, 16.767, 27.026
-180.929, -116.959, 16.815, 27.093
-180.918, -118.083, 16.865, 27.160
-180.907, -119.209, 16.908, 27.227
-180.897, -120.338, 16.940, 27.294
-180.886, -121.468, 16.953, 27.361
-180.875, -122.597, 16.938, 27.428
-180.864, -123.724, 16.892, 27.495
-180.853, -124.847, 16.811, 27.562
-180.842, -125.962, 16.700, 27.629
-180.831, -127.069, 16.566, 27.696
-180.820, -128.166, 16.417, 27.763
-180.809, -129.253, 16.265, 27.830
-180.798, -130.331, 16.117, 27.897
-180.787, -131.399, 15.981, 27.964
-180.776, -132.459, 15.862, 28.031
-180.765, -133.513, 15.764, 28.098
-180.754, -134.560, 15.686, 28.165
-180.743, -135.604, 15.630, 28.232
-180.732, -136.645, 15.593, 28.299
-180.721, -137.684, 15.572, 28.366
-180.710, -138.722, 15.565, 28.433
-180.699, -139.760, 15.567, 28.500
-180.688, -140.799, 15.574, 28.567
-180.676, -141.838, 15.583, 28.634
-180.665, -142.877, 15.588, 28.701
-180.653, -143.917, 15.585, 28.768
-180.642, -144.955, 15.569, 28.835
-180.630, -145.991, 15.538, 28.902
-180.618, -147.025, 15.490, 28.969
-180.607, -148.055, 15.424, 29.036
-180.595, -149.079, 15.343, 29.103
-180.583, -150.098, 15.251, 29.170
-180.571, -151.110, 15.151, 29.237
-180.559, -152.115, 15.050, 29.304
-180.547, -153.114, 14.952, 29.371
-180.535, -154.107, 14.860, 29.438
-180.523, -155.094, 14.778, 29.505
-180.511, -156.076, 14.708, 29.572
-180.499, -157.054, 14.649, 29.639
-180.487, -158.029, 14.603, 29.706
-180.475, -159.001, 14.567, 29.773
-180.462, -159.971, 14.539, 29.840
-180.450, -160.940, 14.518, 29.907
-180.437, -161.907, 14.501, 29.974
-180.424, -162.873, 14.484, 30.041
-180.412, -163.838, 14.466, 30.108
-180.399, -164.802, 14.443, 30.175
-180.385, -165.763, 14.413, 30.242
-180.372, -166.723, 14.374, 30.309
-180.359, -167.679, 14.328, 30.376
-180.346, -168.631, 14.272, 30.443
-180.332, -169.580, 14.210, 30.510
-180.318, -170.524, 14.142, 30.577
-180.304, -171.464, 14.070, 30.644
-180.290, -172.398, 13.999, 30.711
-180.276, -173.328, 13.929, 30.778
-180.261, -174.254, 13.863, 30.845
-180.246, -175.176, 13.803, 30.912
-180.231, -176.093, 13.748, 30.979
-180.215, -177.008, 13.699, 31.046
-180.198, -177.919, 13.657, 31.113
-180.180, -178.828, 13.620, 31.180
-180.159, -179.735, 13.586, 31.247
-180.134, -180.639, 13.556, 31.314
-180.105, -181.541, 13.526, 31.381
-180.072, -182.441, 13.495, 31.448
-180.034, -183.338, 13.463, 31.515
-179.990, -184.233, 13.428, 31.582
-179.941, -185.126, 13.389, 31.649
-179.884, -186.014, 13.346, 31.716
-179.819, -186.900, 13.298, 31.783
-179.746, -187.781, 13.247, 31.850
-179.664, -188.657, 13.194, 31.917
-179.571, -189.529, 13.139, 31.984
-179.470, -190.397, 13.085, 32.051
-179.360, -191.260, 13.031, 32.118
-179.241, -192.118, 12.979, 32.185
-179.111, -192.971, 12.929, 32.252
-178.970, -193.819, 12.882, 32.319
-178.819, -194.662, 12.838, 32.386
-178.657, -195.500, 12.797, 32.453
-178.486, -196.334, 12.760, 32.520
-178.305, -197.164, 12.726, 32.587
-178.115, -197.989, 12.700, 32.654
-177.916, -198.811, 12.691, 32.721
-177.706, -199.631, 12.701, 32.788
-177.486, -200.451, 12.732, 32.855
-177.256, -201.270, 12.782, 32.922
-177.017, -202.091, 12.852, 32.989
-176.770, -202.915, 12.936, 33.056
-176.512, -203.743, 13.033, 33.123
-176.245, -204.575, 13.141, 33.190
-175.968, -205.411, 13.258, 33.257
-175.681, -206.253, 13.382, 33.324
-175.383, -207.100, 13.513, 33.391
-175.075, -207.953, 13.647, 33.458
-174.756, -208.811, 13.785, 33.525
-174.427, -209.676, 13.926, 33.592
-174.087, -210.546, 14.068, 33.659
-173.737, -211.422, 14.210, 33.726
-173.377, -212.305, 14.352, 33.793
-173.007, -213.194, 14.492, 33.860
-172.628, -214.089, 14.631, 33.927
-172.240, -214.990, 14.766, 33.994
-171.842, -215.896, 14.898, 34.061
-171.435, -216.808, 15.025, 34.128
-171.018, -217.724, 15.148, 34.195
-170.593, -218.645, 15.266, 34.262
-170.158, -219.570, 15.378, 34.329
-169.715, -220.500, 15.486, 34.396
-169.263, -221.432, 15.588, 34.463
-168.802, -222.368, 15.686, 34.530
-168.333, -223.307, 15.780, 34.597
-167.855, -224.248, 15.871, 34.664
-167.369, -225.192, 15.959, 34.731
-166.875, -226.138, 16.046, 34.798
-166.374, -227.087, 16.132, 34.865
-165.866, -228.039, 16.218, 34.932
-165.351, -228.993, 16.305, 34.999
-164.829, -229.951, 16.393, 35.066
-164.301, -230.912, 16.483, 35.133
-163.767, -231.876, 16.574, 35.200
-163.226, -232.845, 16.668, 35.267
-162.679, -233.817, 16.765, 35.334
-162.127, -234.793, 16.864, 35.401
-161.568, -235.773, 16.965, 35.468
-161.003, -236.758, 17.070, 35.535
-160.432, -237.748, 17.176, 35.602
-159.856, -238.743, 17.285, 35.669
-159.274, -239.743, 17.397, 35.736
-158.687, -240.749, 17.510, 35.803
-158.095, -241.761, 17.626, 35.870
-157.498, -242.779, 17.743, 35.937
-156.897, -243.803, 17.862, 36.004
-156.292, -244.835, 17.982, 36.071
-155.682, -245.873, 18.104, 36.138
-155.070, -246.919, 18.227, 36.205
-154.455, -247.973, 18.350, 36.272
-153.838, -249.036, 18.474, 36.339
-153.220, -250.107, 18.599, 36.406
-152.602, -251.188, 18.724, 36.473
-151.985, -252.279, 18.850, 36.540
-151.369, -253.381, 18.974, 36.607
-150.757, -254.494, 19.098, 36.674
-150.148, -255.618, 19.219, 36.741
-149.544, -256.753, 19.334, 36.808
-148.947, -257.900, 19.435, 36.875
-148.358, -259.058, 19.517, 36.942
-147.779, -260.225, 19.569, 37.009
-147.212, -261.400, 19.578, 37.076
-146.660, -262.580, 19.532, 37.143
-146.124, -263.760, 19.428, 37.210
-145.607, -264.939, 19.275, 37.277
-145.109, -266.114, 19.094, 37.344
-144.632, -267.283, 18.907, 37.411
-144.174, -268.448, 18.733, 37.478
-143.735, -269.610, 18.589, 37.545
-143.314, -270.770, 18.480, 37.612
-142.911, -271.931, 18.406, 37.679
-142.524, -273.094, 18.364, 37.746
-142.151, -274.259, 18.350, 37.813
-141.792, -275.430, 18.360, 37.880
-141.447, -276.606, 18.391, 37.947
-141.114, -277.788, 18.440, 38.014
-140.792, -278.978, 18.503, 38.081
-140.481, -280.176, 18.579, 38.148
-140.182, -281.382, 18.663, 38.215
-139.893, -282.596, 18.755, 38.282
-139.615, -283.820, 18.852, 38.349
-139.347, -285.052, 18.951, 38.416
-139.089, -286.293, 19.047, 38.483
-138.843, -287.543, 19.137, 38.550
-138.608, -288.800, 19.213, 38.617
-138.383, -290.063, 19.266, 38.684
-138.171, -291.330, 19.281, 38.751
-137.971, -292.598, 19.245, 38.818
-137.783, -293.862, 19.151, 38.885
-137.610, -295.119, 19.000, 38.952
-137.450, -296.366, 18.803, 39.019
-137.304, -297.600, 18.577, 39.086
-137.171, -298.819, 18.340, 39.153
-137.052, -300.025, 18.107, 39.220
-136.946, -301.217, 17.892, 39.287
-136.852, -302.398, 17.702, 39.354
-136.770, -303.568, 17.543, 39.421
-136.700, -304.730, 17.415, 39.488
-136.641, -305.886, 17.319, 39.555
-136.594, -307.037, 17.253, 39.622
-136.558, -308.186, 17.214, 39.689
-136.532, -309.333, 17.200, 39.756
-136.517, -310.481, 17.205, 39.823
-136.512, -311.629, 17.227, 39.890
-136.517, -312.780, 17.261, 39.957
-136.534, -313.933, 17.302, 40.024
-136.563, -315.088, 17.348, 40.091
-136.603, -316.246, 17.392, 40.158
-136.655, -317.406, 17.431, 40.225
-136.719, -318.568, 17.458, 40.292
-136.794, -319.729, 17.466, 40.359
-136.884, -320.889, 17.446, 40.426
-136.987, -322.045, 17.395, 40.493
-137.102, -323.195, 17.313, 40.560
-137.231, -324.336, 17.200, 40.627
-137.372, -325.467, 17.065, 40.694
-137.525, -326.587, 16.915, 40.761
-137.692, -327.695, 16.759, 40.828
-137.872, -328.790, 16.608, 40.895
-138.066, -329.873, 16.467, 40.962
-138.273, -330.945, 16.343, 41.029
-138.494, -332.008, 16.239, 41.096
-138.728, -333.061, 16.155, 41.163
-138.976, -334.106, 16.091, 41.230
-139.238, -335.144, 16.046, 41.297
-139.513, -336.177, 16.018, 41.364
-139.804, -337.204, 16.003, 41.431
-140.110, -338.226, 15.999, 41.498
-140.431, -339.243, 16.003, 41.565
-140.767, -340.256, 16.011, 41.632
-141.116, -341.265, 16.020, 41.699
-141.478, -342.270, 16.025, 41.766
-141.852, -343.271, 16.021, 41.833
-142.237, -344.266, 16.004, 41.900
-142.631, -345.256, 15.971, 41.967
-143.033, -346.239, 15.919, 42.034
-143.443, -347.214, 15.848, 42.101
-143.860, -348.180, 15.761, 42.168
-144.283, -349.137, 15.662, 42.235
-144.710, -350.084, 15.555, 42.302
-145.142, -351.021, 15.451, 42.369
-145.578, -351.950, 15.363, 42.436
-146.019, -352.871, 15.302, 42.503
-146.464, -353.788, 15.270, 42.570
-146.914, -354.701, 15.268, 42.637
-147.369, -355.613, 15.293, 42.704
-147.829, -356.526, 15.341, 42.771
-148.295, -357.441, 15.409, 42.838
-148.766, -358.358, 15.494, 42.905
-149.243, -359.280, 15.593, 42.972
-149.725, -360.207, 15.705, 43.039
-150.214, -361.139, 15.826, 43.106
-150.709, -362.078, 15.956, 43.173
-151.210, -363.023, 16.093, 43.240
-151.717, -363.976, 16.235, 43.307
-152.231, -364.936, 16.383, 43.374
-152.750, -365.904, 16.535, 43.441
-153.276, -366.881, 16.690, 43.508
-153.807, -367.866, 16.848, 43.575
-154.345, -368.861, 17.008, 43.642
-154.888, -369.864, 17.170, 43.709
-155.438, -370.876, 17.333, 43.776
-155.992, -371.898, 17.497, 43.843
-156.553, -372.929, 17.662, 43.910
-157.119, -373.969, 17.828, 43.977
-157.690, -375.020, 17.993, 44.044
-158.265, -376.080, 18.158, 44.111
-158.846, -377.150, 18.323, 44.178
-159.431, -378.231, 18.488, 44.245
-160.021, -379.321, 18.652, 44.312
-160.614, -380.421, 18.815, 44.379
-161.212, -381.532, 18.977, 44.446
-161.813, -382.653, 19.138, 44.513
-162.417, -383.784, 19.298, 44.580
-163.025, -384.926, 19.457, 44.647
-163.635, -386.078, 19.614, 44.714
-164.248, -387.240, 19.769, 44.781
-164.862, -388.413, 19.923, 44.848
-165.479, -389.597, 20.076, 44.915
-166.097, -390.791, 20.226, 44.982
-166.716, -391.996, 20.375, 45.049
-167.337, -393.211, 20.521, 45.116
-167.957, -394.437, 20.666, 45.183
-168.579, -395.674, 20.809, 45.250
-169.200, -396.921, 20.949, 45.317
-169.820, -398.178, 21.088, 45.384
-170.440, -399.447, 21.225, 45.451
-171.058, -400.726, 21.359, 45.518
-171.674, -402.016, 21.492, 45.585
-172.288, -403.316, 21.622, 45.652
-172.900, -404.627, 21.745, 45.719
-173.508, -405.948, 21.857, 45.786
-174.112, -407.278, 21.949, 45.853
-174.711, -408.615, 22.006, 45.920
-175.302, -409.957, 22.009, 45.987
-175.885, -411.300, 21.938, 46.054
-176.457, -412.637, 21.784, 46.121
-177.015, -413.966, 21.558, 46.188
-177.558, -415.282, 21.279, 46.255
-178.085, -416.583, 20.972, 46.322
-178.593, -417.869, 20.654, 46.389
-179.084, -419.140, 20.345, 46.456
-179.558, -420.397, 20.058, 46.523
-180.014, -421.642, 19.806, 46.590
-180.454, -422.877, 19.592, 46.657
-180.879, -424.104, 19.418, 46.724
-181.290, -425.326, 19.281, 46.791
